EYFP_MEFL,mKate_MEFL,EBFP2_MEFL
2248.96,2229.52,8590.34
16945.44,1010599.05,1156.15
2248.96,2229.52,1156.15
939420.04,2229.52,7631.03
1154175.57,9371501.77,1156.15
2248.96,2229.52,4751.93
14661999.78,14422027.86,1156.15
461085.38,3503091.74,1156.15
2248.96,2229.52,1156.15
887383.19,2229.52,1156.15
2248.96,2229.52,29701.62
2248.96,2355588.96,1156.15
2248.96,2229.52,3792.32
5194259.79,1143009.67,1156.15
282472.44,427842.1,6541.03
12272639.86,25908519.23,1156.15
2248.96,2229.52,1156.15
997470.38,2229.52,1156.15
666325.6,156365.09,1156.15
1307621.9,8437286.11,1156.15
5496963.71,2464357.64,2080.14
2248.96,2229.52,22024.79
1477523.21,1811839.85,4198.79
2248.96,2229.52,10509.55
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
148775.23,2229.52,35459.3
2248.96,2229.52,1156.15
3160495,8534784.77,37649.16
305664.76,217996.74,38272.06
7669782.24,7880025.06,22495.65
329891.9,10710946.65,1156.15
2248.96,2229.52,13388.36
2248.96,2229.52,1156.15
5526159.77,17695227.79,1156.15
2248.96,2229.52,1156.15
1983806.95,4638936.51,1156.15
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
740766.57,440108.03,1156.15
1073438.39,2473097.38,1156.15
3299379.19,13315247.48,1156.15
2248.96,2229.52,1156.15
2248.96,2229.52,6671.13
2248.96,2229.52,23944
566558.04,1501293.96,32122.19
2248.96,2229.52,27782.42
2248.96,2229.52,1156.15
2577950.51,7150299.22,8324.66
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
607161.31,2229.52,1156.15
2248.96,2229.52,1156.15
2248.96,2229.52,2832.72
2248.96,2229.52,2832.72
2248.96,2229.52,1156.15
182286.82,3952288.23,26575.01
134200.11,1156593.64,8237.49
2248.96,2229.52,1156.15
2248.96,2229.52,7630.74
1227776.24,5236824.05,39616.81
468155.83,1912410.01,5127.66
200828.77,2229.52,17226.84
2248.96,2229.52,5711.53
294191.28,830283.04,1156.15
2248.96,2133192.62,1156.15
2248.96,2229.52,3792.32
1154192.6,246945.3,1156.15
2248.96,1290203.98,1156.15
2248.96,2229.52,1156.15
2248.96,2229.52,5711.53
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
1635777.09,386247.04,1156.15
1177849.22,310462.74,1156.15
2248.96,2229.52,1156.15
393963.29,182047.31,3737.35
2248.96,2229.52,8590.34
514662.41,1825363.38,42578.76
24073.58,108168.93,32548.01
6685.93,2229.52,1156.15
2248.96,2229.52,1156.15
8958117.14,9054334.08,1156.15
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
1951314.51,510891.22,1156.15
10689.1,2229.52,1156.15
1231135.62,5353444.17,8873.88
2292164.48,2863666.04,7715.7
814296.82,1234301.75,1156.15
2248.96,2229.52,8590.34
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
2248.96,2229.52,13388.36
50720.79,2229.52,1156.15
1889585.11,8872948.79,13555.73
2248.96,17248.96,1156.15
2248.96,2229.52,1156.15
801143.91,4943019.4,1156.15
2248.96,2229.52,1156.15
179879.06,1220120.37,1156.15
2248.96,2229.52,1156.15
14692.27,2229.52,1156.15
2215455.2,9643632.61,2764.54
635144.11,2229.52,59449.54
16693.85,2229.52,1156.15
683221.55,2229.52,1156.15
3620173.39,11463665.92,16602.26
2248.96,2229.52,1156.15
32681.37,2229.52,38338.07
124192.57,103929.17,9518.85
10675.63,2229.52,21065.19
36678.05,2229.52,47934.11
1976936.38,4081640.04,60121.56
811281.57,2229.52,62328.41
1155884.19,647080.18,41979.31
487073.74,2102949.82,20423.06
42691.25,2229.52,35459.26
48701.84,2229.52,26822.83
36709.7,2229.52,1156.15
2248.96,2229.52,22024.79
589108.31,2229.52,58489.92
1381606.73,377923.85,26707.94
6682.85,2229.52,5711.53
659202.55,2229.52,1156.15
2814781.25,10195853.06,1156.15
20697.02,2229.52,1156.15
102752.42,2229.52,15307.6
90746.81,2229.52,9549.97
1039806.54,1697771.15,36860.15
84740.1,2229.52,12428.78
955366.5,17202055.68,13888.67
36620.89,17194.51,5706.95
2104487.28,19621894.96,1156.15
312898.7,357939.02,1156.15
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
27807446.72,9314756.88,1156.15
2248.96,2229.52,6671.13
150800.02,2229.52,1156.15
46700.91,2229.52,25863.22
46715.19,2229.52,4751.94
24700.19,2229.52,1156.15
12686.95,2229.52,6671.14
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
36697.53,2229.52,19145.99
69495.43,3728002.91,1156.15
515809.25,3032829.09,1156.15
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
382983.87,2229.52,1156.15
2248.96,2229.52,1156.15
6685.93,2229.52,1156.15
2248.96,409090.36,1156.15
419303.57,1704910.28,1156.15
9786481.07,6985794.59,112012.02
1628912.01,1938728.05,13756.04
133009.85,313642.85,1156.15
16691.42,2229.52,4751.93
12223741.65,23248142.21,31232.67
22698.6,2229.52,1156.15
64709.98,2229.52,33540.06
437546.88,5521535.97,18418.53
11194.45,966125.9,1156.15
16677.14,2229.52,25863.21
2441254.38,10410083.62,15005.1
1650097.49,2434293.12,22240.98
60362.37,63693.88,22965.58
509615.16,6923639.83,11272.75
345745.78,213878.29,1156.15
95011.04,1008349.58,13080.81
79455.03,222421.88,47866.73
198838.06,2229.52,1156.15
2597948.88,11013640.98,1156.15
42714.45,2229.52,1156.15
647574.43,986640.12,5410.63
44679.85,2229.52,54651.34
30690.18,2229.52,22984.41
164802.85,2229.52,13388.41
509597.79,262426.87,1156.15
384317.9,118515.63,3756.77
2248.96,2229.52,12428.76
2248.96,2229.52,4751.93
280903.05,2229.52,1156.15
26701.78,2229.52,1156.15
2248.96,2229.52,1156.15
1381051.81,829178.26,1156.15
42714.45,2229.52,1156.15
373816.29,205377.56,1156.15
785532.1,2767798.74,1156.15
5989966.05,6566522.1,1156.15
4684.34,2229.52,1156.15
890713.7,819022.06,16017.49
68735.05,2229.52,1156.15
74730.23,2229.52,15307.59
30704.94,2229.52,1156.15
52720.59,2229.52,3792.34
1963792.4,19372056.9,7467.77
26701.78,2229.52,1156.15
36709.7,2229.52,1156.15
394988.34,2229.52,8590.46
4293550.4,3948162.34,14101.44
56725.55,2229.52,1156.15
2157967.73,1828107.85,1156.15
20697.02,2229.52,1156.15
5757213.31,5611428.58,21269.86
24700.19,2229.52,1156.15
584589.76,800332.13,1629.16
44716.04,2229.52,1156.15
2248.96,2229.52,17226.78
2248.96,2229.52,1156.15
5436063.64,47866786.06,20828.95
20454.2,44764.99,1156.15
24215.68,87122.16,1156.15
13990.25,125257.44,1156.15
12423.69,49009.26,1156.15
30602.1,19306.41,8585.11
2248.96,207687.53,44992.43
85910.39,146263.66,24859.55
48607.53,21426.6,3786.45
74360.32,67985.25,6651.03
26101.29,103943.03,29670.5
73892.04,148414.36,20060.88
